15.03.2016 18:13;Ставропольский край;Пятигорское протезно-ортопедическое предприятие;Пятигорск;Иная организация;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Затрудняюсь ответить;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Затрудняюсь ответить;ни чем;издевательство
16.03.2016 15:37;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д,7а;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Определённо да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Определённо да;Почти всем;Нет такого
16.03.2016 15:45;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д,7а;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Обслуживанием, порядок оплаты, условия предоставления;Всем доволен
16.03.2016 15:50;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д,7а;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;Порядок предоставления услуг, социальные работники;Режим работы социальных работников
16.03.2016 18:06;Московская область;Государственное казенное учреждение Мос. области Подольский центр занятости населения;город Подольск улица Февральская, 2а;Иная организация;Совсем не удовлетворен;Скорее нет, чем да;Затрудняюсь ответить;Совсем не удовлетворен;Нет;Да, всегда;Нет;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;Мой муж, Семенов С.Е., обратился в данную организацию как безработный, после того, как потерял работу. Почти 5 месяцев он стоит на учёте, но работу ему не предоставляют, пособие по безработице в размере 4900 рублей( унизительно маленькое) выплачивают нерегулярно с большими задержками(больше месяца). За это время ему предложили один раз должность, которая не соответствует его квалификации, образованию и опыту работы.;Плохая организация работы центра занятости, не оказание помощи безработным.
17.03.2016 12:43;Ульяновская область;Главное бюро медико-социальной экспертизы по Ульяновской области;г. Ульяновск, ул. 12 сентября, 112а;Иная организация;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Скорее да;Нет, услуги всегда оказываются в назначенное время;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Да;Не могу оценить;Определённо нет;Определённо нет;Вежливость персонала, теплый приемный зал;"Тем, что закон, по которому они работают (приказ Минтруда РФ от 17.12.2015 № 1024н) не соответствует реалиям жизни. Люди, которым действительно необходимы возможности, которые дает инвалидность, ее не получают. Инвалидность дают \"живым трупам\", которым жить осталось меньше года. Это факт."
17.03.2016 12:43; Москва;УСЗН Коньково;Профсоюзная ул;Центр социального обслуживания;Совсем не удовлетворен;Определённо нет;На низком уровне;Совсем не удовлетворен;Нет;Да, всегда;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Определённо нет;Определённо нет;Глава УСЗН г.Москвы по району коньково Воровка и мошенница;Беспридельно оговорила, мою гражданскую жену,в бездействии,и не желании воспитывать сына,содержать его,предварительно зная о том что Дудина Татьяна Сергеевна,находится в сложной ситуации,отказываясь выплачивать ей деньги,отказывалась помогать ей по личным причинам,и руководствуясь ими нецензурно ругаясь во время педагогической комиссии в отделе по правам детей и матерей. Отжим квартир у слабо защитных,и одиноких пенсионеров и инвалидов ,преступно мошенническим путем. Могу собственноручно дать показания в любом суде и прокуратуре. Имеются масса очевидцев и свидетелей.
17.03.2016 14:16;Республика Саха (Якутия);ФКУ ГБ МСЭ по РС(Якутия);677018, РС(Я), г. Якутск, ул Чернышевского, 8/2;Иная организация;Совсем не удовлетворен;Скорее да, чем нет;На среднем уровне;Совсем не удовлетворен;Скорее нет;Да, такое было несколько раз;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Нет;Не могу оценить;Определённо нет;Скорее нет, чем да;Наличием и возможностью обратиться за госуслугой.;"При обращении за получением госуслуги: проведение мсэ с целью установления категории \"ребенок-инвалид\",  в результате которого получен безосновательный отказ, столкнулись с работой специалистов с низким уровнем квалификации, нарушениями законодательства РФ - 210-ФЗ, Приказов Минтруда РФ номер 310н, 59н, 1024н. Нарушения ГК РФ, СК РФ, УК РФ. Самоуправство специалистов мсэ."
17.03.2016 15:41;Новосибирская область;"МКУ \"КЦСОН Венгеровского района\"";с.Венгерово, ул. Ленина, 80;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее да, чем нет;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;индивидуальный подход к решению проблемы каждого клиента, неравнодушное отношение;ничем
17.03.2016 16:23; Москва;пр;пр;Центр (отделение) социальной помощи на дому;Полностью удовлетворен;Определённо нет;На низком уровне;Полностью удовлетворен;Скорее нет;Да, всегда;Нет;Нет;Да;Да;Нет;Нет;Да;Скорее да, чем нет;Скорее нет, чем да;лд;лд
18.03.2016 9:38;Новосибирская область;Администрация Кировского района г.Новосибирска 102кабинет;Новосибирск, ул.Петухова д.18;Иная организация;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Скорее нет;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;ничем;Уже 3 месяца не могу получить детские пособия до 16 лет. Я одинокая мама с ребенком сижу, немогу выйти на работу так как садик с октября еще не открылся. Детское пособие-единственный источник дохода сейчас. А уже 3 месяца немогу получить уже незнаю чем кормить ребенка. В администрации внятного ответа недают, только отсылают то в министерство финансов, то в мнистерство соцзащиты, то в банк.
18.03.2016 14:37;Нижегородская область;"Государственное бюджетное учреждение \"Центр социальной помощи семье и детям Городецкого района\"";г.Городец, ул. Мелиораторов , д.15;Центр социальной помощи семье и детям;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Не могу оценить;Да;Да;Да;Определённо да;Определённо да;Разрешением проблемы;Всем довольны
18.03.2016 19:21;Алтайский край;ооо;ап;Центр социальной помощи семье и детям;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На низком уровне;Совсем не удовлетворен;Скорее да;Да, такое было несколько раз;Нет;Нет;Нет;Да;Да;Нет;Нет;Скорее нет, чем да;Определённо да;ро;олор
18.03.2016 20:20; Москва;ТЦСО ЖУЛЕБИНО ФИЛИАЛ ВЫХИНО;Москва, Рязанский проспект, д.64, корп.2;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На низком уровне;Совсем не удовлетворен;Скорее нет;Да, такое было несколько раз;Нет;Нет;Да;Да;Нет;Нет;Нет;Затрудняюсь ответить;Скорее нет, чем да;Их почти нет поэтому и писать не буду;1.Приходя на прием в данную организацию на прием к начальнику, будь это Глотова, Котомина или  Силаева получаешь одни одговорки, по сути ничего не делается, в Центре нет никаких условий для пенсионеров, питание отвратительное, развлечения для пожилых одни и те же : бильярд, песни от которых болит голова и хочется оттуда скорее убежать и зарядка, которая в нашем  возрасте, ну уж никак без нее
18.03.2016 23:26;Омская область;Шербакульский отдел многофункциональный центр;р.п.Шербакуль пл. Гуртьева д. 5а;Иная организация;Совсем не удовлетворен;Определённо нет;На низком уровне;Совсем не удовлетворен;Нет;Да, такое было несколько раз;Да;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Нет;Не могу оценить;Определённо нет;Определённо нет;ни чем;сотрудники не помогают правильно подать заявление об оформлении документов на недвижимость, не знают как правильно оказывать такие услуги и не могут проконсультировать. Абсолютно не квалифицированные сотрудники, в том числе и директор мфц. прошу считать это обращение жалобой и направить компетентным лицам.
19.03.2016 23:00;Нижегородская область;Государственная инспекция труда;Нижний Новгород;Иная организация;Чем-то удовлетворен, чем-то нет;Определённо да;Затрудняюсь ответить;Чем-то удовлетворен, чем-то нет;Скорее да;Нет, услуги всегда оказываются в назначенное время;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо да;Что произвели проверку фирмы;Не со всеми вопросами разобрались, так мне и не оплатили и больничный и отпускные. В общем не во всех вопросах специалисты компетентны, нужно повышать уровень образования у сотрудников !!!
21.03.2016 11:26;Ростовская область;"МУ \"ЦСО ГПВ и И №1 г.Волгодонска\"";г.Волгодонск, ул. Советская, д.22;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;качество предоставления услуг и профессионализм работников;всем доволен
21.03.2016 17:06;Астраханская область;ооо;ап;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо нет;На низком уровне;Чем-то удовлетворен, чем-то нет;Скорее нет;Да, такое было несколько раз;Нет;Нет;Да;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Скорее нет, чем да;Скорее нет, чем да;vgh;fh
21.03.2016 21:12; Москва;ооо;ап;Центр (отделение) социальной помощи на дому;Полностью удовлетворен;Скорее да, чем нет;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Да, такое было несколько раз;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Определённо нет;jklj;lkjk
21.03.2016 21:57; Москва;Филиал 80 Главного Бюро Медико-Социальной Экспертизы;Москва, Новомарьинская, 2;Иная организация;Совсем не удовлетворен;Скорее нет, чем да;На среднем уровне;Совсем не удовлетворен;Нет;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;Работой одного из делопроизводителей. Из всех, с кем пришлось общаться в данном учреждении, она одна была корректна, внимательна и доброжелательна.;"1) Время ожидания экспертизы и её результатов составило 3 ч. 30 мин. 2) Эксперты обращаются с инвалидами так, что многие рыдают, выйдя за порог кабинета. А меня и вовсе увезли по скорой с ишемическим кризом после прохождения такой \"экспертизы\". Мы хоть и инвалиды, но тоже ведь - люди, не надо с нами так..."
22.03.2016 9:34;Еврейская автономная область;амав;ааа;Центр (отделение) социальной помощи на дому;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На высоком уровне;Совсем не удовлетворен;Скорее нет;Да, такое было несколько раз;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее нет, чем да;Скорее нет, чем да;пар;пар
22.03.2016 9:39; Санкт-Петербург;ваав;ап;Центр (отделение) социальной помощи на дому;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее нет;Да, такое было несколько раз;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее нет, чем да;Скорее нет, чем да;пипи;пипиапи
23.03.2016 11:27;Нижегородская область;"ГБУ \"ЦСПСД Городецкого района\"";город Городец, ул. Мелиораторов, 15;Центр социальной помощи семье и детям;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Не могу оценить;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Довольна всем;Все нравится
23.03.2016 12:14;Ямало-Ненецкий АО;Соцзащита г.Губкинский;4мкр;Центр социальной помощи семье и детям;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На высоком уровне;Чем-то удовлетворен, чем-то нет;Да;Нет, услуги всегда оказываются в назначенное время;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Нет;Скорее да, чем нет;Определённо да;обращалась в службу соцзащиты населения г.Губкинский по поводу малоимущих семей. получила полную консультацию от сотрудников организации. Вежливы и доброжелательны, все доступно объясняют! что очень понравилось, и это на самом деле редкость.;в принципе все хорошо. Но! почему то выплаты разнятся между слоями населения. Приведу пример: живем я,муж и сын 2года в квартире по договору соцнайма (служебная квартира). муж работает, получает зп чуть больше прожиточного минимума в ЯНАО, 23тр. я не работаю, и никаких выплат с соцзащиты не получаю. аналогичная ситуация у знакомых! Но! они получают чуть больше 15тр, а мы 4тр. вот с чем это связано даже не знаю! и объяснить это не могут в соцзащите!
26.03.2016 7:58;Астраханская область;Мин.соц.развития;Бакинская 147;Дом-интернат для престарелых и инвалидов;Совсем не удовлетворен;Определённо нет;На низком уровне;Совсем не удовлетворен;Нет;Да, всегда;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Затрудняюсь ответить;Скорее нет, чем да;Затрудняюсь ответить .;Издеваются над инвалидом ! Сотрудники воруют . мой телефон 8 917 099 26 00
28.03.2016 17:26; Москва;34;3;Социально-реабилитационный центр для несовершеннолетних;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;Затрудняюсь ответить;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;3;3
28.03.2016 19:11; Санкт-Петербург;Управление пенсионного фонда РФ;Кондраттевская ул.12;Иная организация;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Нет;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Да;Не могу оценить;Скорее нет, чем да;Определённо нет;Осталось довольна тем,что не смотря на хамское отношение одного сотрудника,нашлась её коллега,которая качественно и быстро помогла в решении необходимого вопроса.;"направленных Добрый день.Сегодня обратилась вместе со своей мамой в мфц с целью перевода пенсии из одного района города в другой в связи с переездом.Дали талончик номер 408.Вызвали после часа ожидания в очереди в 11 окно.Попали к \"специалисту\" имени которой я не знаю,т.к.на 3 моих просьбы назвать фамилию и имя она ответила игнором.А потом указала на табличку на стекле-Исаева Ольга Владимировна.Поинтересовались у неё о возможности получения пенсии с банковской карты,на что последовал хамский ответ \"можете идти в банк и взять реквизиты карты,а затем отсидеть всю очередь заново и подойти\".На что я поинтересовалась в связи с чем она разговаривает с нами подобным тоном.На что Она- \"высококвалифицированный сотрудник\" ответила,что вообще не ходила ещё на обед и как может так и разговаривает!.Хотя это окошко было закрыто с самого начала нашего ожидания.Работали окна с 7 по 9(по вопросам пенсии).Открылось только на номере 406(но человек с этим номерком уже не дождался),а потом был наш номер-408. Очень интересно,где это вообще такое допускается,чтобы сотрудники в сфере работы с клиентами,а ведь посетители мфц это клиенты!вели себя соответствующим образом?!И мне совершенно не интересно,был у неё обед или нет,раз она находится на своём рабочем месте,то клиенты имеют права на получение необходимой информации/услуги.Тем более 11 окно относится к вопросам о пенсии(ведь Вам известно,что за пенсией приходят в основном люди преклонного возраста или находящиеся на инвалидности) и такие люди требуют повышенного внимания!А вместо этого они получают вместо этого ужаснейшее хамское отношение!После того,как она высказала нам все,что она думает,\"сотрудник\" сказала \"я Вас перенаправляю в другое окно!В начало очереди!\"На что я не могла понять,по каким это причинам мы должны опять попасть в начало очереди если у нас уже есть номерок.И почему данный \"специалист\" берет на себя такую ответственность перенаправлять в другие окна?Она недостаточно квалифицирована и не может заниматься такими вопросами?Тогда почему она там вообще работает?Хорошо,что все-таки нам не пришлось долго ждать и мы попали к очень вежливой и приятной девушке (к сожалению её имени я не знаю,но в тот день она там была самым молодым сотрудником.Большое спасибо ей за то,что она предоставила полную необходимую нам информацию и все быстро оформила) А сотруднику Вашего центра(которая работала в тот день в 11 окне без обеда) прошу объяснить нормы поведения и правила общения с клиентами.А так же,если у Вас предусмотрено обучение персонала,то направить её на обучение в первую очередь.Разве такие нервные люди могут работать с людьми?!Я думаю,что ей не место на данной работе. Прошу Вас направить ответ на адрес эл почты ro-manovamari@mail.ru Так же прошу Вас указать меры,которые будут применены относительно этого сотрудника."
30.03.2016 16:38;Челябинская область;"МУ \"КЦСОН\"";с. Октябрьское, Восточная, 88;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее да, чем нет;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Да;Да;Да;Да;Скорее да, чем нет;Определённо да;компетентность сотрудников высокая, все вежливы и внимательны. лечение и питание, социальное такси;услугой дневного отделения можно воспользоваться только один раз в году
30.03.2016 19:59;Краснодарский край;Новороссийский дом - интернат;г. Новороссийск, Пархоменко ул.  д 6;Дом-интернат для престарелых и инвалидов;Совсем не удовлетворен;Скорее нет, чем да;На среднем уровне;Совсем не удовлетворен;Нет;Затрудняюсь ответить;Да;Нет;Не могу оценить;Не могу оценить;Нет;Нет;Нет;Определённо нет;Определённо нет;ни чем!!!;Проживание в комнатах по 3 человека на каждого приходиться  примерно по 3 кв. м.!!!!! Директор работающая 17 лет (Пермякова Ирина Николаевна) не соответствует  должности директора!!! Работает на основании угроз, хамства, вранья  и.т.д Очень ждем когда ее отстранят от  занимаемой должности!!! Питание плохое!!! Вот некоторые дела в суде:  https://yadi.sk/d/U65_80Z2jG8Pa     https://yadi.sk/d/1SsmFgewptWfm     https://yadi.sk/d/52qRD2PSiTc2c    итд
31.03.2016 10:35;Челябинская область;Му КЦСОН;Брединский район, п. Бреды, ул. Труда, 7;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее нет, чем да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Да;Да;Определённо да;Определённо да;Вниманием сотрудников.;доволен всем.
31.03.2016 14:13;Челябинская область;КЦСОН Орджоникидзевского района г. Магнитогорска;пр. Ленина 138;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее да, чем нет;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Скорее да, чем нет;Определённо да;Всем;нет таких
31.03.2016 20:56;Ярославская область;"муниципальное учреждение \"Первомайский комплексный центр социального обслуживания населения\"";Первомайский МР, п. Пречистое, ул. Ярославская, д.15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Оперативностью решения вопросов. Профессионализмом и компетентностью специалистов.;не было причин для недовольства.
31.03.2016 21:55;Пермский край;Соцзащита населения по Мотовилихинскому району города Перми;Пермь,бульвар Гагарина,10;Центр социальной помощи семье и детям;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Нет;Нет, услуги всегда оказываются в назначенное время;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее нет, чем да;Начальником отдела соцзащиты.;Хамство со стороны инспекторов и непрофессинальная подготовка.
01.04.2016 9:30;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д. 7а;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Определённо да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;Почти всем доволен;Периодичностью оказания услуг
01.04.2016 9:35;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д. 7а;Комплексный центр социального обслуживания населения;Совсем не удовлетворен;Скорее да, чем нет;На низком уровне;Совсем не удовлетворен;Скорее да;Да, такое было несколько раз;Нет;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Скорее нет, чем да;Порядок предоставления услуг;Периодичностью, социальными работники, отношением
01.04.2016 9:37;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д. 7а;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Всем очень довольна;Нет такого
01.04.2016 9:39;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д. 7а;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Затрудняюсь ответить;Да;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;В принципе все очень хорошо;Да нет такого
01.04.2016 9:40;Новгородская область;"ОБУСО \"Батецкий КЦСО\"";Новгородская область, Батецкий район, п. Батецкий, ул. Первомайская, д. 7а;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Очень хороший комплексный центр социального обслуживания;Нет минусов
01.04.2016 9:57;Ярославская область;"МУ \"Первомайский ЦСОН\"";р.п. Пречистое, ул. Некрасова, д.15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;компетентностью, профессионализмом специалистов. Оперативность. решения вопросов.;_____
01.04.2016 11:56;Мурманская область;"МУ \"Первомайский ЦСОН\"";р.п. Пречистое, ул.Некрасова ,д.15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;профессионализм сотрудников, доброжелательное отношение, оперативное решение проблем.;-
01.04.2016 11:56;Ярославская область;"МУ \"Первомайский ЦСОН\"";р.п. Пречистое, ул. Некрасова, д. 15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;профессионализм сотрудников, доброжелательное отношение, оперативное решение проблем;_______
01.04.2016 13:08;Ярославская область;"МУ \"Первомайский ЦСОН\"";Ярославская обл., Первомайский р-н, р.п. Пречистое, ул. Некрасова, д.15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;комфортные условия, профессиональный уровень обслуживания;____________
01.04.2016 13:16;Ярославская область;"МУ \"Первомайский ЦСОН\"";р.п. Пречистое, ул. Некрасова, д. 15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;профессионализм сотрудников, доброжелательное отношение, оперативное решение проблем;_______
01.04.2016 18:11;Ярославская область;"МУ \"Первомайский ЦСОН\"";р.п. Пречистое, ул. Некрасова , д.15;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;комфортные условия проживания в отделении временного проживания, очень внимательный ,  и доброжелательный коллектив.;__________
